iteration,category,subcategory,url,page_title,page_loaded,status,attempts,latency_s,timestamp
55,G2 Categories,AI Customer Support Agents Software,https://www.g2.com/categories/ai-customer-support-agents,g2.com,True,success,1,2.742,2026-04-27T17:01:47.779311
56,G2 Categories,AI IT Agents Software,https://www.g2.com/categories/ai-it-agents,g2.com,True,success,1,2.791,2026-04-27T17:01:52.108868
57,G2 Categories,AI SDRs Software,https://www.g2.com/categories/ai-sdrs,g2.com,True,success,1,2.16,2026-04-27T17:01:56.590980
58,G2 Categories,Conversational Interface Agents Software,https://www.g2.com/categories/conversational-interface-agents,g2.com,True,success,1,2.449,2026-04-27T17:02:01.270887
59,G2 Categories,AI Avatar Generators,https://www.g2.com/categories/ai-avatar-generators,g2.com,True,success,1,2.433,2026-04-27T17:02:05.390013
60,G2 Categories,AI Gateways Software,https://www.g2.com/categories/ai-gateways,g2.com,True,success,1,2.367,2026-04-27T17:02:09.656497
61,G2 Categories,AI Governance Tools,https://www.g2.com/categories/ai-governance-tools,g2.com,True,success,1,2.844,2026-04-27T17:02:14.898742
62,G2 Categories,AI Note-Taking Software,https://www.g2.com/categories/ai-note-taking-software,g2.com,True,success,1,2.354,2026-04-27T17:02:18.832887
63,G2 Categories,AI Orchestration Software,https://www.g2.com/categories/ai-orchestration,g2.com,True,success,1,2.668,2026-04-27T17:02:23.649094
64,G2 Categories,AI Search Visibility Optimization Tools Software,https://www.g2.com/categories/ai-search-visibility-optimization-tools,g2.com,True,success,1,2.625,2026-04-27T17:02:28.426253
65,G2 Categories,AI Security Posture Management (AI-SPM) Tools Software,https://www.g2.com/categories/ai-security-posture-management-ai-spm-tools,g2.com,True,success,1,3.031,2026-04-27T17:02:33.373301
66,G2 Categories,AI Security Solutions Software,https://www.g2.com/categories/ai-security-solutions,g2.com,True,success,1,3.014,2026-04-27T17:02:38.707668
67,G2 Categories,AI Storyboard Generators Software,https://www.g2.com/categories/ai-storyboard-generators,g2.com,True,success,1,2.56,2026-04-27T17:02:43.542640
68,G2 Categories,AI Voice Assistants,https://www.g2.com/categories/ai-voice-assistants,g2.com,True,success,1,2.761,2026-04-27T17:02:47.939353
69,G2 Categories,AI Voice Dictation,https://www.g2.com/categories/ai-voice-dictation,g2.com,True,success,1,2.691,2026-04-27T17:02:52.634001
70,G2 Categories,AI Writing Assistants,https://www.g2.com/categories/ai-writing-assistant,g2.com,True,success,1,2.372,2026-04-27T17:02:57.147993
71,G2 Categories,Answer Engine Optimization (AEO) Tools,https://www.g2.com/categories/answer-engine-optimization-aeo,g2.com,True,success,1,2.898,2026-04-27T17:03:02.529665
72,G2 Categories,Conversational AI Survey Platforms,https://www.g2.com/categories/conversational-ai-survey-platforms,g2.com,True,success,1,2.768,2026-04-27T17:03:07.774916
73,G2 Categories,Conversational Intelligence Software,https://www.g2.com/categories/conversational-intelligence,g2.com,True,success,1,2.571,2026-04-27T17:03:12.343187
74,G2 Categories,Bot Platforms,https://www.g2.com/categories/bot-platforms,g2.com,True,success,1,2.356,2026-04-27T17:03:16.508476
75,G2 Categories,Chatbots Software,https://www.g2.com/categories/chatbots,g2.com,True,success,1,2.902,2026-04-27T17:03:21.911276
76,G2 Categories,Natural Language Processing (NLP) Software,https://www.g2.com/categories/natural-language-processing-nlp,g2.com,True,success,1,2.377,2026-04-27T17:03:26.035247
77,G2 Categories,Natural Language Generation (NLG) Software,https://www.g2.com/categories/natural-language-generation-nlg,g2.com,True,success,1,4.165,2026-04-27T17:03:32.499662
78,G2 Categories,Natural Language Processing (NLP) Platforms Software,https://www.g2.com/categories/natural-language-processing-nlp-platforms,g2.com,True,success,1,2.416,2026-04-27T17:03:37.410634
79,G2 Categories,Natural Language Understanding (NLU) Software,https://www.g2.com/categories/natural-language-understanding-nlu,g2.com,True,success,1,2.972,2026-04-27T17:03:42.122520
80,G2 Categories,Data Labeling Software,https://www.g2.com/categories/data-labeling,g2.com,True,success,1,2.997,2026-04-27T17:03:47.175598
81,G2 Categories,Data Modeling,https://www.g2.com/categories/data-modeling,g2.com,True,success,1,2.103,2026-04-27T17:03:50.788047
82,G2 Categories,Data Science and Machine Learning Platforms,https://www.g2.com/categories/data-science-and-machine-learning-platforms,g2.com,True,success,1,2.081,2026-04-27T17:03:55.167776
83,G2 Categories,Deep Learning Software,https://www.g2.com/categories/deep-learning,g2.com,True,success,1,3.079,2026-04-27T17:04:00.581909
84,G2 Categories,Artificial Neural Network Software,https://www.g2.com/categories/artificial-neural-network,g2.com,True,success,1,2.701,2026-04-27T17:04:05.582657
85,G2 Categories,Image Recognition Software,https://www.g2.com/categories/image-recognition,g2.com,True,success,1,2.502,2026-04-27T17:04:09.810728
86,G2 Categories,Voice Recognition Software,https://www.g2.com/categories/voice-recognition,g2.com,True,success,1,2.796,2026-04-27T17:04:14.126191
87,G2 Categories,Emerging AI Software,https://www.g2.com/categories/emerging-ai-software,g2.com,True,success,1,2.21,2026-04-27T17:04:18.285279
88,G2 Categories,Emotion AI Software,https://www.g2.com/categories/emotion-ai,g2.com,True,success,1,2.08,2026-04-27T17:04:22.147371
89,G2 Categories,Generative AI Software,https://www.g2.com/categories/generative-ai,g2.com,True,success,1,2.556,2026-04-27T17:04:26.518694
90,G2 Categories,AI App Builder Software,https://www.g2.com/categories/ai-app-builder,g2.com,True,success,1,2.338,2026-04-27T17:04:31.147260
91,G2 Categories,AI AppSec Assistants,https://www.g2.com/categories/ai-appsec-assistants,g2.com,True,success,1,2.523,2026-04-27T17:04:35.363772
92,G2 Categories,AI Chatbots Software,https://www.g2.com/categories/ai-chatbots,g2.com,True,success,1,2.356,2026-04-27T17:04:39.990053
93,G2 Categories,AI Code Generation Software,https://www.g2.com/categories/ai-code-generation,g2.com,True,success,1,2.158,2026-04-27T17:04:44.490016
94,G2 Categories,AI Coding Assistants Software,https://www.g2.com/categories/ai-coding-assistants,g2.com,True,success,1,2.306,2026-04-27T17:04:48.567185
95,G2 Categories,AI Content Creation Platforms Software,https://www.g2.com/categories/ai-content-creation-platforms,g2.com,True,success,1,2.988,2026-04-27T17:04:53.804271
96,G2 Categories,AI Image Generators Software,https://www.g2.com/categories/ai-image-generators,g2.com,True,success,1,2.292,2026-04-27T17:04:58.494895
97,G2 Categories,AI SDK Software,https://www.g2.com/categories/ai-sdk,g2.com,True,success,1,2.737,2026-04-27T17:05:03.418386
98,G2 Categories,AI Search & Retrieval Infrastructure Platforms Software,https://www.g2.com/categories/ai-search-retrieval-infrastructure-platforms,g2.com,True,success,1,2.433,2026-04-27T17:05:08.314088
99,G2 Categories,AI Software Testing Tools,https://www.g2.com/categories/ai-software-testing-tools,g2.com,True,success,1,2.405,2026-04-27T17:05:12.296342
100,G2 Categories,Generative AI Infrastructure Software,https://www.g2.com/categories/generative-ai-infrastructure,g2.com,True,success,1,2.74,2026-04-27T17:05:16.933917
